MH2,MH3,MH5,SAP,SSN,DESCRIPTION,Sales Quantity,Online Sales Quantity,% Online Sales,Gross Sales,Margin %,Total Stock ,DC Stock ,Total Wks Cover,DC Cover
KEEPFIT,BOXING,BOX_MITTS,1056817,20Q2,Venum Challenger MMA Gloves Black/White,1,,0.00%,15,-0.990147783,5,0,5,0
RUGBY,RUGBY_REPLICA,RIRE_TK,1105308,P2201,Canterbury IRFU 20 Home Pro Jersey Green,1,1,100.00%,15,-94.40%,30,0,30,0
SOCCER,SCR_CORE_PROD,SCR_PRINT,1132597,21Q4,Elms FAI Print White Number 7 White,2,2,100.00%,15,0.435643564,68,68,34,34
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1031592,P17Q2,Rtech club rugby shorts (with pkts)white,3,,0.00%,15,3.40%,64,0,21.33,0
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1031596,P17Q2,Rtech pro rugby short black,3,,0.00%,15,-91.50%,126,64,42,21.33
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1031598,P17Q2,Rtech pro rugby short white,3,,0.00%,15,-112.20%,141,70,47,23.33
APPAREL_GIRLS,GIRL_TRAIN_APP,G_OH_HDD,1117605,P2201,TNF Girls Drew Peak Cropped Hoodie White,1,1,100.00%,15,-52.00%,3,1,3,1
SOCCER,SOCCER_REPLICA,DDK_LW,1125083,21Q4,Umbro Dundalk FC Elite Train Pant Kids,0,,#DIV/0!,15,100.00%,28,20,#DIV/0!,#DIV/0!
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_TNK_TOP,1116949,P2203,UA Wmns Knockout Tank Purple,1,1,100.00%,15,-6.50%,11,4,11,4
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1110562,P21Q3,Nike Air Zoom Pegasus37 Shield Mn Fw Blk,1,,0.00%,15,-359.60%,5,0,5,0
SOCCER,SCR_CORE_PROD,SCR_PRINT,1084621,ESS,Sporting ID Salah 11 Black,1,1,100.00%,15,30.80%,24,11,24,11
GAELIC,GAA_REPLICA,DUB_LW,1100659,ESS,FOCO Dublin Car Air Freshner Blue,5,1,20.00%,15,65.40%,1203,1071,240.6,214.2
APPAREL_GIRLS,GIRL_TRAIN_APP,G_TIGHT,1112664,P21Q4,UA Girls HG Armour Ankle Tight Black,1,1,100.00%,15,33.60%,61,54,61,54
APPAREL_BOYS,BOYS_TRAIN_APP,BTRAIN_HG,1090757,P21Q4,UA Armour Heatgear Boys Legging Blk/Grey,1,1,100.00%,15,0.40%,0,0,0,0
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_SST,1119589,P2203,Brooks Wmns Distance Graphic Tee Pink,1,1,100.00%,15,100.00%,0,0,0,0
APPAREL_GIRLS,GIRL_TRAIN_APP,G_SHORTS,1114270,P21Q4,Nike Girls Swoosh 4in Short Blue,2,2,100.00%,14,-15.30%,2,0,1,0
APPAREL_MEN,MEN_TRAIN_APP,M_FLEE_JP,1116883,P2201,Puma Mens Studio Yogini Jogger Grey,1,1,100.00%,14,-97.30%,1,1,1,1
BAG_CAP_SCARF,WINTER,CAP_W_BRX,1115622,20Q4,Portwest Letterkenny Beanie Blue/Gry,6,4,66.67%,14,-104.60%,37,15,6.17,2.5
RACKET_SPORT,TENNIS,TNS_RKT_I,1093383,21Q2,"Wilson US Open 19""Tns Rkt Multi",1,,0.00%,14,11.30%,27,0,27,0
RACKET_SPORT,TENNIS,TNS_RKT_I,1093384,21Q2,"Wilson US Open 21""Tns Rkt Multi",1,,0.00%,14,7.00%,14,0,14,0
RACKET_SPORT,TENNIS,TNS_RKT_I,1093385,21Q2,"Wilson US Open 23""Tns Rkt Multi",1,,0.00%,14,6.00%,9,0,9,0
RACKET_SPORT,TENNIS,TNS_RKT_I,1093386,21Q2,"Wilson US Open 25""Tns Rkt Multi",1,,0.00%,14,11.30%,8,0,8,0
RACKET_SPORT,TENNIS,TNS_ACC,1093401,21Q2,Wilson Pro Feel Dampner 2 Pack Blue/Yell,2,,0.00%,14,48.70%,8,1,4,0.5
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KIDGIRLFW,1114199,P21Q4,Nike MD Valiant Kid Girls Run Wht/Silver,1,,0.00%,14,-25.70%,6,0,6,0
BAG_CAP_SCARF,BAGS,BAG_M_BPK,1116068,21Q3,adidas Classic Bos Backpack Focus Olive,1,,0.00%,14,-0.30%,9,7,9,7
BAG_CAP_SCARF,CAPS,CAP_M_CAP,1116072,21Q3,adidas Baseball Cotton Cap White,2,,0.00%,14,-28.40%,8,0,4,0
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1120146,P2203,Nike Kids DF Tee Red,1,,0.00%,14,28.60%,30,11,30,11
APPAREL_BOYS,BOYS_TRAIN_APP,B_WVN_SHT,1116797,P2201,Nike Kids DF ACDPR Short KP Black,1,,0.00%,14,29.80%,10,0,10,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_ACC,1115213,ESS,Jordan Jumpman Wristbands Wht/Blk,1,,0.00%,14,49.60%,81,28,81,28
AUTHENTIC_SPORT,DARTS,DTS_ACC,1092505,NOOS,Harrows Flight 6801 Quantum,14,,0.00%,14,43.60%,242,0,17.29,0
AUTHENTIC_SPORT,AUTH_NOVELTY,NOVELTY,1110844,20Q4,Wilson MVP Triple Threat Set Red/Black,1,,0.00%,14,7.70%,5,0,5,0
KEEPFIT,KEEP_FIT_WEIGHT,KPFTBELLS,1133052,22Q1,Phoenix Fitness 4KG Kettlebell,1,,0.00%,14,68.50%,249,232,249,232
KEEPFIT,KEEP_FIT_ACC,KPFTRESAC,1122583,ESS,PTP Microband X Ultra Light Pink,1,,0.00%,14,57.30%,519,347,519,347
KEEPFIT,KEEP_FIT_ACC,KPFTRESAC,1122592,ESS,PTP Mediband Ultimate Silver,1,,0.00%,14,58.50%,184,101,184,101
KEEPFIT,ATHLETICS_ACC,GAA_WBOTL,1108291,NOOS,ion8 Slim 500ml Water Bottle Pink,1,,0.00%,14,53.40%,47,22,47,22
KEEPFIT,ATHLETICS_ACC,ATH_HWARE,1094358,CORE,Precision TIS 3D Pedometer Blue,1,,0.00%,14,56.60%,31,0,31,0
APPAREL_MEN,MEN_TRAIN_APP,M_INL_TSH,1119087,P2203,Puma Mens LIGA Warm Train Jersey Black,1,1,100.00%,14,-18.50%,0,0,0,0
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_FLEE_JP,1123107,22Q1,Nike Wmns NSW Air Tights HR Brown,0,,#DIV/0!,14,100.00%,52,27,#DIV/0!,#DIV/0!
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_BRA_TOP,1116934,P2203,UA Crossback Mid Bra Purple,1,1,100.00%,14,4.40%,14,3,14,3
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_SST,1115717,21Q3,Energetics Wmns Ondala Tee III Purple,0,2,#DIV/0!,14,100.00%,364,254,#DIV/0!,#DIV/0!
SOCCER,SOCCER_REPLICA,SIRE_LW,1108124,P2201,Umbro FAI 21 Graphic Tee Green,1,,0.00%,14,-42.10%,3,0,3,0
SOCCER,SOCCER_REPLICA,SCRT_TK,1117764,21Q3,Nike THFC 21 Kids Home Short Blue,1,,0.00%,14,-12.50%,4,0,4,0
SOCCER,SCR_CORE_PROD,SCR_BALL,1063856,CORE,Precision Santos Lite Trn Ball 320g Wh/O,1,,0.00%,14,58.90%,0,0,0,0
FOOTWEAR_BOYS,INF_BOYS_FW,INFBOYSFW,1111331,P21Q4,Nike Revolution 5 Inf Boys Run Grey,1,1,100.00%,14,49.60%,3,0,3,0
SWIM,SWIMWEAR,SW_MSW,1102436,P2203,Speedo BoomStar Splice Aquashort Blk/Gre,1,1,100.00%,14,-8.90%,14,6,14,6
APPAREL_GIRLS,GIRL_TRAIN_APP,G_OH_HDD,1116762,P2201,Nike Girls Swoosh FLC AOP Hoodie Pink,1,1,100.00%,14,-62.70%,1,0,1,0
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KIDGIRLFW,1114198,P21Q4,Nike Air Max SC Kid Girls Fw White/Pink,1,1,100.00%,14,-99.10%,3,0,3,0
FOOTWEAR_MEN,MEN_STYLE_FW,MENSSTYFW,1085638,P21Q3,adidas Vs Pace Mens Fw Black,1,1,100.00%,14,-93.10%,3,0,3,0
SOCCER,SOCCER_REPLICA,INS_TK,1104413,P2201,Nike Croatia Home 20 Kids Jersey White,1,,0.00%,14,-116.40%,12,0,12,0
SOCCER,SOCCER_REPLICA,INS_TK,1104403,P2201,Nike Portugal 20 Kids Mini Kit Red,1,,0.00%,14,-104.80%,4,0,4,0
SOCCER,SOCCER_REPLICA,INS_TK,1099606,P2201,adidas German Home 20 Kid Jersey Wht/Blk,1,,0.00%,14,-146.50%,3,0,3,0
RUGBY,RUG_CORE_STOCK,RUG_STUDS,1073544,ESS,adidas TRX SG Rugby Studs,1,,0.00%,14,51.90%,2,0,2,0
APPAREL_MEN,MEN_TRAIN_APP,M_WVN_SHT,1114064,P21Q4,Nike Mens Dry Energy Short Red,1,1,100.00%,14,-27.40%,16,15,16,15
TEAMWEAR,TEAMWEAR_ACCESS,TW_EQUIP,1100369,19Q3,Rock n' Run Vest,1,,0.00%,14,75.00%,1,0,1,0
FOOTWEAR_GIRLS,JNR_GIRLS_FW,JNRGIRLFW,1111182,P2203,Asics GT-1000 10 Jnr Girls Running Navy,1,,0.00%,14,-0.677037037,12,0,12,0
APPAREL_GIRLS,GIRL_TRAIN_APP,G_INL_TSH,1110496,P21Q4,Nike Girl Pro Tee Red,2,1,50.00%,14,-54.90%,1,0,0.5,0
APPAREL_MEN,MEN_TRAIN_APP,M_INL_TSH,1117612,P2203,TNF Mens Reaxion AMP Crew Green,1,1,100.00%,14,-6.20%,-1,0,-1,0
APPAREL_MEN,MEN_RUN_APP,ATH_M_TGT,1116956,P2203,UA Mens Speed Stride Tight Black,1,1,100.00%,14,-65.10%,2,1,2,1
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_TIGHTS,1117932,P2201,adidas Wmns TF L 3Bar Tight Plus Blue,1,1,100.00%,14,-67.00%,10,6,10,6
GAELIC,GAA_REPLICA,MAY_LW,1108755,20Q4,O'Neills Mayo Portland Bobble  Navy,1,,0.00%,14,100.00%,0,0,0,0
GAELIC,GAA_REPLICA,DUB_LW,1121117,21Q4,O'Neills Dublin Harlem Wmn Bobble Hat Ny,1,,0.00%,13,100.00%,1,0,1,0
GAELIC,GAA_REPLICA,KER_LW,1121300,21Q4,O'Neills Kerry Harlem Wmns Bobble Navy,1,,0.00%,13,100.00%,4,0,4,0
GAELIC,GAA_REPLICA,COR_LW,1121176,21Q4,O'Neills Cork Harlem Wmns Bobble Hat Nvy,1,,0.00%,13,100.00%,5,0,5,0
GAELIC,GAA_REPLICA,OFF_LW,1119479,21Q4,O'Neills Offaly Harlem Bobble Hat Navy,1,,0.00%,13,17.80%,0,0,0,0
GAELIC,GAA_REPLICA,KIL_LW,1121201,21Q4,O'Neills Kilkenny Harlem Wmns Bob Hat Ny,1,,0.00%,13,17.80%,28,18,28,18
GAELIC,GAA_REPLICA,DON_LW,1120806,21Q4,O'Neills Donegal Harlem Bobble Hat Navy,1,1,100.00%,13,17.80%,0,0,0,0
GAELIC,GAA_REPLICA,MTH_LW,1120852,21Q4,O'Neills Meath Harlem Bobble Hat Navy,1,,0.00%,13,17.80%,4,0,4,0
GAELIC,GAA_REPLICA,CLA_LW,1120829,21Q4,O'Neills Clare Harlem Bobble Hat Navy,1,,0.00%,13,17.80%,25,5,25,5
GAELIC,GAA_REPLICA,CLA_LW,1121293,21Q4,O'Neills Clare Harlem Wmns Bobble Hat Ny,1,,0.00%,13,17.90%,16,4,16,4
GAELIC,GAA_REPLICA,SLG_LW,1119464,21Q4,O'Neills Sligo Harlem Bobble Hat Black,1,,0.00%,13,17.80%,2,0,2,0
GAELIC,GAA_REPLICA,CAR_LW,1121332,21Q4,O'Neills Carlow Harlem Wmns Bobble Navy,1,,0.00%,13,17.80%,20,11,20,11
APPAREL_GIRLS,GIRL_TRAIN_APP,G_BRA,1116756,21Q3,Nike Girls DF inDY Seamless Bra Black,1,,0.00%,13,29.10%,74,33,74,33
AUTHENTIC_SPORT,DARTS,DTS_ACC,1092502,NOOS,Harrows Nylon M2BA Shaft Blk,14,,0.00%,13,40.30%,291,2,20.79,0.14
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1117688,P2201,TNF Boys Easy SS Tee White,2,2,100.00%,13,-73.00%,4,1,2,0.5
APPAREL_GIRLS,GIRL_TRAIN_APP,G_INL_TSH,1116988,P2203,UA Girls Crossback Printed Black,1,1,100.00%,13,17.50%,40,30,40,30
SOCCER,SOCCER_REPLICA,FCB_TK,1114557,P2201,Nike Barcelona 21 Home Kids Short Blue,1,,0.00%,13,100.00%,1,0,1,0
SUPPORTS,SUPPORTS1,SUP_WRIST,1029833,CORE,UP Ultimate Wrist Wrap OSFA,1,,0.00%,13,67.80%,50,6,50,6
BAG_CAP_SCARF,CAPS,CAP_M_CAP,1116257,21Q2,New Era A's Diamond Era 9Forty Blk,1,,0.00%,13,2.10%,0,0,0,0
BAG_CAP_SCARF,WINTER,CAP_K_BRX,1119219,21Q4, UA Graphic Knit Beanie Blue,1,1,100.00%,13,21.50%,9,8,9,8
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_K_FBB,1109694,P2201,Umbro Velocita V League FG Kids Blue/Grn,1,,0.00%,13,-43.80%,5,0,5,0
SWIM,SWIMWEAR,SW_GSW,1113686,21Q2,Nike Girls JDI Tape Crsbk Bikini Purple,1,,0.00%,13,3.90%,12,0,12,0
SWIM,SWIMWEAR,SW_JNRSW,1108572,21Q3,"Speedo Corey Croc 11"" Watershort Blue",1,,0.00%,13,54.70%,7,6,7,6
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_TSH,1111856,P2201,Puma Wmns Favorite Heather Cat Tee Black,1,,0.00%,13,14.90%,15,13,15,13
GAELIC,GAA_REPLICA,DON_LW,1050468,INTRO,Introsport Donegal 5*3 Flags,1,,0.00%,13,48.00%,63,40,63,40
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_TNK_TOP,1115736,P2203,Energetics Wmns Galu VII Yoga Tank Blue,1,1,100.00%,13,41.70%,17,12,17,12
SOCKS,SOCKS1,MEN_BOXER,1083416,CORE,Puma Basic Boxer 2PK Blue/Grey,1,,0.00%,13,41.60%,6,0,6,0
AUTHENTIC_SPORT,DARTS,DTS_ACC,1092515,NOOS,Harrows Flight 1564 Marathon,13,,0.00%,13,49.60%,192,0,14.77,0
SWIM,SWIMWEAR,SW_LSW,1102425,P2203,Speedo Boomstar Splice Flyback 1 Piece B,1,1,100.00%,13,-62.50%,1,0,1,0
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_TSH,1116944,P2203,UA Wmns Tech SSV Twist Tee Pink,1,1,100.00%,13,-7.30%,5,0,5,0
SWIM,SWIMWEAR,SW_BSW,1102452,P2203,Speedo Boomstar Splice Aquashort Blk/Red,2,3,150.00%,13,-19.60%,15,1,7.5,0.5
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KIDGIRLFW,1107227,P2201,Puma Carina L Girls Black,1,1,100.00%,13,-35.70%,18,0,18,0
TEAMWEAR,TW_CLUB,GAACLUBTK,1015780,CLUB,O'Neills GAA Premium Hose Bars Sock,2,,0.00%,13,3.50%,10,0,5,0
GOLF,GOLF_HARDWARE,GOLF_BALL,1097512,19Q4,Taylormade Wmn Kalea White,1,,0.00%,13,-26.50%,0,0,0,0
SOCKS,SOCKS1,MEN_BOXER,1114931,21Q3,SAXX Sports Mesh Boxer Brief Blue,1,,0.00%,13,7.70%,13,0,13,0
APPAREL_GIRLS,GIRL_TRAIN_APP,JG_TSUIT,1116419,21Q3,Nike Girls Microfleece Pink,1,,0.00%,13,23.50%,44,27,44,27
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_ASTRO,1101992,20Q1,Nike Mercurial Vapor Club TF Black,1,1,100.00%,13,-95.20%,2,0,2,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1105896,NOOS,Fanatics Yankees Logo Tee Navy,1,,0.00%,13,7.00%,91,32,91,32
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1105895,NOOS,Fanatics Bears Logo Tee Navy,1,,0.00%,13,7.00%,5,0,5,0
KEEPFIT,KEEP_FIT_ACC,KPFTTONER,1098668,ESS,Fitness Mad Atom Massage Stick Black/Grn,1,,0.00%,13,9.90%,5,0,5,0
TAF,TAF_ACCESSORIES,TAF_M_SOC,1065106,18Q3,Sofsole No Show Mens Sock White 42-46,2,,0.00%,12,28.60%,-3,0,-1.5,0
BAG_CAP_SCARF,BAGS,BAG_M_GYM,1123744,CORE,adidas Linear Gymsack Black,1,1,100.00%,12,52.50%,44,13,44,13
OUTDOOR,OUTDOOR1,OUT_UMB,1127571,21Q4,Rainbrella Adult Poncho Yellow,1,,0.00%,12,68.40%,81,5,81,5
SUPPORTS,SUPPORTS1,SUP_OTH,18000,CORE,LP Athletic Supporter White,1,,0.00%,12,56.50%,26,0,26,0
SUPPORTS,SUPPORTS1,SUP_ELBOW,1029863,CORE,UP Ultimate Neoprene Tennis Elbow OSFM,1,,0.00%,12,65.80%,51,18,51,18
GOLF,GOLF_HARDWARE,GOLF_ACC,1120732,ESS,Masters Cone  2 3/4in Tee Bag 15 Multi,4,,0.00%,12,72.70%,63,0,15.75,0
SOCKS,SOCKS1,SOC_M_INL,1120613,21Q4,adidas Crew Sock 3pk Black,1,1,100.00%,12,50.10%,24,4,24,4
SOCKS,SOCKS1,SOC_M_INL,1120614,21Q4,adidas Crew Sock 3pk White,1,,0.00%,12,50.10%,12,0,12,0
SOCKS,SOCKS1,SOC_M_INL,92295000,CORE,Puma 3PK Crew Sock Black,2,,0.00%,12,45.70%,84,16,42,8
SOCKS,SOCKS1,LACES,1049299,NOOS,Shoe Lace Company Junior Flats 8mm White,6,,0.00%,12,70.70%,42,0,7,0
SOCKS,SOCKS1,LACES,1049311,NOOS,Shoe Lace Company Sports Oval Silver,6,,0.00%,12,70.50%,23,0,3.83,0
SOCKS,SOCKS1,LACES,1049312,NOOS,Shoe Lace Company Sports Oval Elect Blu,6,,0.00%,12,70.60%,28,0,4.67,0
APPAREL_GIRLS,GIRL_TRAIN_APP,G_TIGHT,1113503,P21Q4,UA Girls HG Armour Crop Blue,1,1,100.00%,12,-9.70%,12,11,12,11
APPAREL_GIRLS,GIRL_TRAIN_APP,G_INL_JKT,1113404,P2201,Portwest Girls Fota Rain Jacket Pink,1,1,100.00%,12,-8.30%,1,0,1,0
BAG_CAP_SCARF,CAPS,CAP_M_CAP,1092000,21Q2,UA Blitzing 3.0 Mens Cap White,1,,0.00%,12,1.00%,1,0,1,0
BAG_CAP_SCARF,CAPS,CAP_M_CAP,1116236,21Q2,New Era Infill Red Sox 9Forty Grey,1,,0.00%,12,3.20%,3,0,3,0
APPAREL_BOYS,BOYS_TRAIN_APP,B_OH_HDD,1112441,P2201,adidas Boys BOS Hoody Blue,1,,0.00%,12,-62.80%,1,0,1,0
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1116788,P2201,Nike Boys Swoosh Tee Air FA21 White,1,1,100.00%,12,0.50%,11,2,11,2
SWIM,SWIM_HARDWARE,SW_K_GOG,1096367,CORE,Zoggs Little Bondi 0-6y Goggle Blue/Yell,1,,0.00%,12,50.50%,7,0,7,0
RUGBY,RUG_CORE_STOCK,RUG_SOC,1106986,20Q3,Canterbury Team Socks Black,1,,0.00%,12,60.30%,26,15,26,15
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_FOOT,1103842,ESS,Wilson NFL Team Logo Mini - Steelers Blk,1,,0.00%,12,54.00%,347,275,347,275
AUTHENTIC_SPORT,DARTS,DTS,1092479,NOOS,Harrows Silver Shark 22GR,1,,0.00%,12,44.00%,161,118,161,118
AUTHENTIC_SPORT,DARTS,DTS_ACC,1092508,NOOS,Harrows Flight 5505 Retina,12,,0.00%,12,43.40%,225,0,18.75,0
AUTHENTIC_SPORT,DARTS,DTS_ACC,1118975,NOOS,Harrows Dubin Flight 3 Pack,4,1,25.00%,12,56.10%,383,49,95.75,12.25
AUTHENTIC_SPORT,DARTS,DTS_ACC,1118976,NOOS,Harrows Mayo Flight 3 Pack,4,,0.00%,12,56.10%,801,565,200.25,141.25
AUTHENTIC_SPORT,SNOOKER,SNO_ACC,1018381,CORE,PowerGlide Round Tip Shaper,3,,0.00%,12,59.20%,29,14,9.67,4.67
KEEPFIT,KEEP_FIT_WEIGHT,DUMBELL,1118487,21Q2,Vector X Round Vinyl Dumbbells 2 x 4kg,1,,0.00%,12,-92.10%,12,0,12,0
KEEPFIT,KEEP_FIT_ACC,KPFTRESAC,1122569,ESS,PTP Powertube Elite Light Lime,1,,0.00%,12,57.70%,385,313,385,313
KEEPFIT,KEEP_FIT_ACC,KPFTRESAC,1122596,ESS,PTP Microband Heavy Orange,1,,0.00%,12,57.90%,128,57,128,57
KEEPFIT,KEEP_FIT_ACC,KPFTMATS,1122563,ESS,Bahe Yoga Loops Medium Brown,1,,0.00%,12,56.10%,499,428,499,428
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_TSH,1120006,P2203,Nike Wmns DF Acd21 Tee Orange,1,,0.00%,12,100.00%,3,0,3,0
SOCCER,SCR_CORE_PROD,SCR_BALL,1107191,20Q3,Mitre Dimple Tarmac Ball Green/Purple,1,,0.00%,12,49.00%,58,0,58,0
SOCCER,SCR_CORE_PROD,SCR_SHING,1112908,20Q3,Umbro Neo Flexi Guard W/D Sock Lime/Roy,1,,0.00%,12,50.00%,5,0,5,0
SOCCER,SCR_CORE_PROD,SCR_SHORT,1096107,NOOS,Umbro Club Soccer Shorts Green,1,1,100.00%,12,50.80%,43,31,43,31
GAELIC,GAA_CORE_STOCK,GAA_SLTHR,1036022,21Q4,Cu Chulainn Fire Wall Ball Orange,1,,0.00%,12,52.70%,18,0,18,0
GAELIC,GAA_CORE_STOCK,GAA_SOC,92689000,CORE,O'Neills Plain Sock Royal,1,,0.00%,12,58.80%,11,8,11,8
GAELIC,GAA_REPLICA,DUB_LW,1100658,ESS,FOCO Dublin Pin Badge Blue,3,1,33.33%,12,63.10%,98,0,32.67,0
GAELIC,GAA_REPLICA,DUB_TK,1125810,GAATK,O'Neills Dublin 22 Alt Midi Sock Blue,1,,0.00%,12,37.00%,36,13,36,13
GAELIC,GAA_REPLICA,MAY_LW,1119449,ESS,FOCO Mayo Foam Hand Green,1,,0.00%,12,52.80%,329,196,329,196
GAELIC,GAA_REPLICA,TIP_LW,1120991,21Q2C,O'Neills Tipperary Portland Tee Blue,1,,0.00%,12,-37.50%,8,0,8,0
GAELIC,GAA_REPLICA,TIP_LW,1112210,20Q4,FOCO Tipperary Tea Tub Mug Blue,1,,0.00%,12,55.70%,635,598,635,598
GAELIC,GAA_REPLICA,DON_LW,1113268,20Q4,O'Neills Donegal GAA FaceMask Adult Yel,3,,0.00%,12,-23.70%,15,0,5,0
GAELIC,GAA_REPLICA,WEX_TK,1123458,GAATK,O'Neills Wexford 20 Alt Midi Sock Navy,1,,0.00%,12,42.00%,39,31,39,31
GAELIC,GAA_REPLICA,KDL_LW,1115326,21Q2C,O'Neills Kildare Portland Kids Short Blk,1,,0.00%,12,-4.30%,2,0,2,0
GAELIC,GAA_REPLICA,LAO_TK,1131289,GAATK,O'Neills Laois 22 Home Midi Sock Blu,1,,0.00%,12,42.00%,33,21,33,21
GAELIC,GAA_REPLICA,LAO_LW,1115375,21Q2C,O'Neills Laois Portland Kids Short Black,1,1,100.00%,12,-5.40%,2,1,2,1
GAELIC,GAA_REPLICA,WIC_TK,1132149,GAATK,O'Neills Wicklow 21 Home Midi Sock Blu,1,,0.00%,12,42.00%,34,27,34,27
FOOTWEAR_BOYS,JNR_BOYS_FW,JNRBOYSFW,1114253,P21Q4,Nike MD Valiant Jnr Boys Run Grey/White,1,1,100.00%,12,-36.10%,1,0,1,0
SOCCER,SOCCER_REPLICA,MUFC_ACC,1127791,21Q4,Daricia Man Utd 2022 Calendar Red,1,,0.00%,12,67.10%,7,0,7,0
SOCCER,SCR_CORE_PROD,SCR_SHORT,1096115,NOOS,Umbro Club Soccer Kids Shorts Red,1,,0.00%,12,59.80%,9,5,9,5
AUTHENTIC_SPORT,DARTS,DTS_ACC,1092516,NOOS,Harrows Flight 4198 Dimplex,12,,0.00%,12,49.40%,233,0,19.42,0
KEEPFIT,ATHLETICS_ACC,ATH_HWARE,1032379,CORE,Ultimate Performance 5MM Running Spike,3,1,33.33%,12,60.00%,222,72,74,24
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_TIGHTS,1106253,P21Q3,adidas Ask 7/8 HReady Wmns Tight Blue,1,1,100.00%,12,100.00%,0,0,0,0
AUTHENTIC_SPORT,SNOOKER,SNO_ACC,1018382,CORE,PowerGlide Tip Trimmer,2,1,50.00%,12,66.10%,39,24,19.5,12
KEEPFIT,ATHLETICS_ACC,GAA_WBOTL,1038888,CORE,Ultimate Perf Running Bottle Small Pink,2,1,50.00%,12,70.40%,117,46,58.5,23
SWIM,OW_SWIM,OW_WETKID,1124528,21Q3,Reydon UB Kid Sharpt SH Wetsuit Blk/Red,1,,0.00%,12,4.20%,6,0,6,0
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_TSH,1115729,P2201,Energetics Wmns Gesinela 3 Yoga Tee Blue,1,,0.00%,11,55.60%,77,73,77,73
BAG_CAP_SCARF,WINTER,CAP_W_BRX,1120416,21Q4,Nike Beanie Cuffed Wmn Futura Grey,1,,0.00%,11,-31.00%,8,1,8,1
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1102125,19Q4,FOCO Packers Scarf Green,1,,0.00%,11,36.60%,5,0,5,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1102141,19Q4,FOCO Raiders Scarf Black,1,,0.00%,11,36.60%,15,15,15,15
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1102144,19Q4,FOCO Eagles Scarf Green,1,,0.00%,11,36.60%,11,11,11,11
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1102150,19Q4,FOCO Cowboys Scarf Blue,1,,0.00%,11,36.60%,11,11,11,11
AUTHENTIC_SPORT,AMERICAN_SPORTS,NFL_LW,1102152,19Q4,FOCO Bears Scarf Navy,1,,0.00%,11,36.60%,23,23,23,23
APPAREL_MEN,MEN_RUN_APP,ATH_M_JKT,1116950,P2203,UA Mens OutRun the Rain Jacket Black,1,,0.00%,11,100.00%,0,0,0,0
GAELIC,GAA_REPLICA,TIP_LW,1121151,21Q4,O'Neills Tipperary Harlem Wmns Jacket Ny,0,,#DIV/0!,11,100.00%,11,3,#DIV/0!,#DIV/0!
GAELIC,GAA_REPLICA,CAV_TK,1118645,GAATK,O'Neills Cavan 21 Home PF Jersey Blue,0,1,#DIV/0!,11,-260.80%,23,22,#DIV/0!,#DIV/0!
APPAREL_MEN,MEN_TRAIN_APP,M_INL_FZJ,1107851,P2201,McKinley Gabin ux Mens Jacket Pad Black,1,1,100.00%,11,-168.80%,1,0,1,0
APPAREL_GIRLS,GIRL_TRAIN_APP,G_TIGHT,1113857,P21Q4,Puma Girls Runtrain Tights Blue,1,,0.00%,11,100.00%,3,0,3,0
GAELIC,GAA_REPLICA,CLA_LW,1069229,INTRO,Introsport Clare 5*3 Flags,1,,0.00%,11,38.80%,116,98,116,98
BAG_CAP_SCARF,CAPS,CAP_M_CAP,1116235,21Q2,New Era Red Sox Neon 9Forty Blk,1,,0.00%,11,3.40%,3,0,3,0
